Country,Year,Month,Day,Temperature (Celsius),Precipitation (mm),Wind Speed (km/h)
Spain,2005,5,27,10.11068704877179,1.910418186906515,23.981375619824355
Spain,2005,5,30,26.862624749008617,15.32705916220639,19.450230458330424
Spain,2019,10,10,22.126468758735818,93.93300105449102,26.109640445796153
Italy,2017,1,30,20.965832811749166,20.109741396989822,29.081693983746693
Italy,2017,12,24,21.709436931770583,80.83982511421564,23.160637466277674
Germany,2017,12,26,7.738599335471076,69.06719778628961,7.921634399165759
Spain,2006,4,11,-1.9175590778786855,79.31202242376322,27.389895052651294
Germany,2008,2,14,22.604689276722155,55.428684498463895,7.751720687575903
United Kingdom,2004,3,25,-0.05812114368749377,9.667819757297046,30.492851358717214
Germany,2017,10,5,10.984542748672759,4.323011110695885,36.59099491792305
Italy,2021,10,4,25.654039066177575,7.59521223314652,13.426075885888153
France,2020,3,3,23.02032798392687,81.05120187777523,14.569382947319237
France,2007,9,3,0.21994925086268324,71.64436264299009,34.799928617536956
France,2021,9,5,-7.270849199504372,39.38323928544055,37.987988232013144
France,2023,12,23,22.747453682295145,36.84708503590181,8.390815902835822
Italy,2013,8,12,3.367778324034166,43.84487999786925,22.57054464679427
Spain,2011,8,29,23.29518440881055,7.9106248081058705,23.97043193865881
France,2001,11,17,4.815228938794203,18.242067777054828,7.805900846006731
Germany,2004,5,18,17.09567285246657,76.32824313710046,39.93594884529306
France,2003,5,15,7.459473808387187,23.4290426483736,19.758735063314056
Spain,2009,1,3,-5.8315696877177325,30.346185150656947,35.26598118873504
United Kingdom,2016,2,5,15.072349501503663,45.71097242896097,34.735261173504426
Italy,2022,1,13,3.1218234311141444,76.89850471288847,27.424441272630677
Spain,2016,8,21,12.68171461854772,0.6786834268583508,7.024174460167934
United Kingdom,2006,6,1,1.245100010119554,95.47470871015474,28.84728818506101
France,2009,12,20,15.846859471822402,42.45327803805584,6.978630537401131
United Kingdom,2000,5,16,-6.374140767709373,29.161403526803632,11.742572593293971
Germany,2012,1,30,18.533624875415878,30.508884153581505,19.251878629689244
Germany,2004,2,23,25.105457972666933,49.764084806827945,11.904741989242204
United Kingdom,2011,6,10,4.951785945266817,80.06341203876602,13.949195332223013
Spain,2023,5,5,7.783241716314212,11.934560858398557,30.818662387060563
Spain,2004,5,10,19.248039866561317,22.224088879648786,20.67748419261064
France,2013,2,19,6.03837651099213,6.541594104950798,27.373600615169746
Italy,2021,2,22,-0.03456697084437188,92.42371643178274,36.97427147240507
France,2006,2,21,3.5675252020389117,35.671619631135044,20.046692188033568
Spain,2001,10,4,24.413377000811614,18.412022443499787,13.163667603816325
Germany,2020,12,28,-5.517562266378775,59.56438357566446,28.715326298285916
France,2007,6,26,21.33350855299429,4.6859466446307785,12.482567207198421
United Kingdom,2009,9,30,24.362229461768834,60.60718068994547,26.87746291919924
France,2018,6,13,23.398488233130927,78.48873441675475,29.48010919458035
United Kingdom,2005,12,5,22.35430482012361,16.469663662113888,6.4977569977626
United Kingdom,2008,11,27,-9.884238550712045,5.0498217183066245,17.753735012968264
United Kingdom,2022,2,16,22.63170514819665,48.30161332149942,24.39668941678999
France,2013,9,24,8.1285019505641,87.84923360297098,5.194116324346341
France,2004,11,19,26.526597925235805,79.03281370490848,35.81710355810231
Spain,2017,4,18,9.396946837222956,68.67265933893883,7.031354715639404
Germany,2014,1,30,-3.624051344784176,10.931594522761067,22.49393022678093
United Kingdom,2008,5,2,16.476544887592347,20.632863224350416,18.015965042507517
France,2002,12,16,-3.589618543678612,44.35833124049382,34.69220814270972
France,2007,4,19,22.326774691194814,66.47528065259226,33.05858809127254
France,2013,8,30,21.397930182231807,98.64253710395509,9.75094938086191
Italy,2006,8,10,2.1795301380034147,65.16318924422151,20.349860870213988
Germany,2006,11,26,23.75664841169008,20.095578362214038,26.104035615628742
France,2012,12,30,7.7633508871815415,41.776144614424084,20.562159092316545
Germany,2002,3,3,25.176338835192638,65.01290954535519,28.544849917592483
Spain,2019,3,27,5.033562960271283,41.09567645806243,22.231814728668695
Germany,2006,1,2,27.631004612115454,61.80080164080771,30.62165274995008
France,2005,5,11,-4.05835593926684,74.23529104427847,18.07601410720663
Italy,2008,1,1,24.495161214451826,0.7845857148213731,26.17569592519706
Germany,2020,1,2,8.087213504447256,62.28782244221354,30.479970476191756
United Kingdom,2022,11,14,-6.780667805228049,31.105847015779386,36.541580478819625
France,2002,3,16,-0.8774240553280332,97.51590807057252,12.640758394155057
Spain,2007,6,21,4.708215845140828,17.141561634227298,16.71047061806573
Spain,2016,3,10,8.000236816700298,9.577958162824007,26.956575861932443
Germany,2018,12,22,-6.824678954185206,77.6841039472936,21.830000268571396
Germany,2011,5,8,-7.186118315246852,98.33489542543151,20.347840649359217
France,2007,2,2,0.10401490171268435,5.241121901405332,20.806781256059118
Germany,2000,8,19,-2.9255035708566712,56.90865318877526,28.333824896559584
Italy,2011,2,15,7.519266760578809,46.83587417978836,29.8641532672007
Spain,2018,6,8,8.006494170267242,12.742602473173559,11.374392239033558
France,2018,4,17,3.731883220889154,53.16150771097168,31.59635972232259
Spain,2016,5,11,8.380949689208443,32.666806208738286,22.746826041399903
Germany,2016,3,20,16.082785275763634,80.60838491489912,22.23834476193963
Italy,2002,2,17,-5.6433454098275515,7.462251831804934,11.986955573786382
France,2008,10,2,13.009248810707561,54.33629841799147,15.305745141630348
Italy,2024,2,11,15.118044007158748,49.33459471606416,17.570543896662542
France,2010,2,11,28.84280959459106,9.334122527295008,23.95960056842509
Italy,2002,4,9,22.34621903834072,64.25087563703451,12.68760484178888
Germany,2015,9,6,25.47536034381637,17.10165827182111,10.832966399402714
Italy,2007,4,26,28.70372394042402,40.35167294671298,32.554365855847806
Germany,2022,2,4,0.5171232147242044,93.51810554178903,26.151762831932857
Spain,2016,6,13,1.526885515634472,13.074849965512314,8.134798285342928
Italy,2017,12,2,5.315569762737798,91.40610543964715,11.614412402024811
United Kingdom,2004,5,13,19.06551520560697,84.9669557872503,28.672289346989494
Spain,2015,1,14,21.6237816697856,92.63259593361296,26.87285676901545
United Kingdom,2020,1,19,-0.026388577768159394,75.60242326763328,6.855271494546461
Italy,2015,10,23,-2.8426826933411498,84.41578324609549,28.80447965868368
United Kingdom,2002,2,17,8.66812392256815,83.0335779790781,17.4643324306209
United Kingdom,2009,4,19,7.551346296855861,81.10924972684737,31.760845606793936
United Kingdom,2011,5,5,-2.720936269962526,70.20593152177189,34.96010424863486
Germany,2008,8,17,24.457444978447562,57.314194246865014,14.303069851671559
Spain,2004,1,18,0.3609695840621683,6.057523013239874,29.37821293412128
France,2000,5,14,29.951561001819456,97.88913348898866,23.997359674908925
Italy,2001,4,23,18.631389081775367,44.69903200743367,16.352248829917414
Spain,2002,11,3,0.2543886903474757,30.229267876963583,31.570205213334262
United Kingdom,2008,12,25,19.41865397352927,73.53629386466189,23.620139394911828
United Kingdom,2017,4,3,1.3880571512795647,53.54035998316591,39.11728749426232
France,2023,3,26,8.470395411787273,80.66303297832512,11.931594602880402
France,2024,2,23,2.955773351633937,57.31836763886988,28.55178571197144
Italy,2003,9,12,9.420958551150505,67.61510568337616,39.87854655984343
France,2020,1,28,19.157856868310013,12.433318573979069,22.597690806642994
United Kingdom,2022,5,14,-5.789233360498178,65.0549114785902,8.130598366026842
Italy,2013,11,25,16.535360007221016,7.692137981233483,5.70511191337404
Germany,2014,7,18,9.140688351209477,40.90948247235872,22.600836911783375
Germany,2024,3,11,-4.676812432048956,91.11041200047296,22.87590893936654
France,2024,11,28,25.742173153042813,41.45772942060619,7.81436929309045
France,2019,9,15,-3.5132578144936533,41.08095555629813,8.281232653661558
United Kingdom,2011,12,6,-1.7116437864587386,4.022682867459448,7.360701330864855
France,2010,3,7,7.166730838856989,19.217491572726008,23.564425069204365
United Kingdom,2010,4,7,23.034050109133418,88.30129264027826,19.304451136625282
United Kingdom,2000,3,9,6.699695170314168,14.330038332536931,22.525689102042918
Spain,2011,11,1,7.582018204650105,98.81596208573825,36.00368145209828
United Kingdom,2012,10,16,-0.9994039053639234,90.97319773474307,32.13830394158444
Germany,2011,9,21,1.2921777240063737,31.657112486738704,22.775609928578973
Spain,2011,11,16,27.479452636826537,18.461204385154705,9.095402045000043
Italy,2007,4,28,1.7542206186894092,48.99671747186124,38.65581300133402
France,2018,4,15,7.81686339222243,13.109766369481857,34.33728659257638
Italy,2012,5,20,4.040021626142103,82.53556913233938,30.846513849137676
Germany,2007,2,17,23.447118160026342,15.314171409853072,11.645993993115539
Italy,2006,7,26,13.517553905725176,11.495836253909065,14.042479966860522
Germany,2007,10,22,18.773254411762522,36.545298822896186,26.29344326118566
Spain,2018,8,7,12.330336657408449,93.29169643953574,12.96465879692065
Spain,2024,10,24,1.5227126891182294,95.0676760908183,30.931756721175926
Italy,2021,8,17,12.007962529911303,68.71700161031296,8.523065118153692
United Kingdom,2017,8,15,-9.851743785044707,72.7474783356089,27.934111505659356
France,2004,8,17,6.428686843469116,29.867025880544627,18.620143171571367
United Kingdom,2013,2,26,6.251720263432929,50.23774585065394,27.49038500419388
Italy,2005,4,30,2.1103026334468833,18.395491180815338,26.40496553140541
Italy,2024,7,28,20.632031138250547,23.615421155102233,34.748035346532774
Germany,2005,1,18,25.683890094182907,27.149155473023402,13.366755531145445
Germany,2011,11,10,-3.148767824280352,26.22131505264965,39.675141623487896
Germany,2005,12,26,3.006581002291547,76.02917994173733,21.685992811198485
United Kingdom,2006,9,28,9.530500295933667,89.31012465040975,30.905693684362173
France,2013,1,11,28.438005463149366,5.67435302270648,23.540870721820532
Germany,2015,2,16,19.095606806672052,54.50409174491598,19.15801832149767
United Kingdom,2020,1,22,-2.4825344230343793,23.90064196705406,31.62499664236165
Spain,2000,9,20,29.60953656387027,74.48755250322175,19.38789764702269
United Kingdom,2020,8,25,25.267225009824237,1.0462874757632523,33.05874719657368
Spain,2016,6,9,-4.581351262885911,14.886390565121065,35.05014281413115
Germany,2020,9,13,29.611708489845263,95.49019264656529,30.218290009682523
France,2014,4,18,14.402121488569616,15.451542284826036,27.570373493418604
France,2001,1,9,5.141441437820525,33.28207779726418,30.860600073483994
United Kingdom,2005,7,25,-2.4431477501395626,50.086773199149626,8.427828046197677
United Kingdom,2004,11,14,-8.339276621382394,19.775807809215173,17.40223224042713
Italy,2000,12,10,16.38121101743677,35.35200437851813,18.09293922248736
Italy,2005,10,16,9.692576303021937,59.87664630604156,5.653130600464335
United Kingdom,2003,3,9,-6.181596777863132,38.52141641511577,18.98465805051474
Germany,2024,1,22,-8.184132937444746,88.23031531184515,21.041107993544994
Spain,2008,9,11,16.096171453376197,29.159054682418162,8.606798301989109
Italy,2019,5,29,8.538794470704133,86.21956576536479,23.96169669148166
Italy,2022,2,21,28.119155383909742,77.82074425746362,25.229458598831997
United Kingdom,2020,9,12,-0.29227312353573787,5.8639535146823185,23.62062718513419
United Kingdom,2002,1,19,11.267801342046706,92.05498428248163,39.78082961343011
France,2012,2,20,14.91693185807556,67.51050393812652,21.202631526314143
Italy,2019,12,27,14.37118986265148,26.539048145697087,5.857436171387549
Germany,2003,6,2,9.303070042166468,96.16895482252372,33.68864606136793
Spain,2016,3,16,-6.897683656270481,82.33194622765355,28.613595097562104
Italy,2011,10,29,23.09554313516201,93.40272899933858,26.12928863570186
Germany,2022,8,19,24.687590356609334,24.875910279205627,31.68445087977574
France,2022,7,20,12.148677125263937,34.37600125992929,18.232844247094537
Italy,2010,6,25,18.86619459851446,40.525966978577145,11.758136868619053
Italy,2015,12,15,14.339842301486819,56.56291395851947,12.332858223773352
Italy,2003,7,29,23.855478319004675,82.1002439839651,21.739858381788
Italy,2014,4,4,17.091428700983727,3.8803694674675593,17.935520611136766
France,2002,9,8,6.497681359848638,89.39233625004175,26.7892246153367
United Kingdom,2020,9,8,25.165272171186018,95.7965167904554,34.708164839855456
United Kingdom,2013,7,10,21.664972016940744,65.5804962579005,34.45545975070837
France,2005,12,30,19.40269015617945,36.84785483536245,11.575440872828276
United Kingdom,2008,3,12,-8.801622505980088,5.168990707722754,21.35657482488469
Italy,2008,5,5,6.451000994994622,73.87370194730167,29.19163415546896
Spain,2013,5,18,-2.1956725793129683,17.56184513161878,19.788029142250103
France,2000,10,30,22.47207673365046,14.904397838649409,11.364980771700491
France,2020,7,8,18.235858006723575,22.612585435917953,21.869148311958263
Italy,2015,3,30,18.277220419611968,88.19538440561865,11.389337359664463
Italy,2016,11,19,-0.8523996552936541,19.02359382947607,17.367898038300677
United Kingdom,2002,8,4,15.563615836084104,56.60808215593279,36.04885911806699
Italy,2019,12,16,19.025538821478413,87.45806754930399,34.08081455310024
United Kingdom,2016,4,25,0.7891516053705772,28.205306387988173,24.79347984321132
Germany,2017,12,2,-7.254650363534276,10.86915480567453,13.992734042421933
Germany,2014,9,14,12.701899716700815,66.01682444408694,25.016745159685843
United Kingdom,2012,2,10,1.217787286823171,63.13961170815939,30.50777750889928
Italy,2000,2,11,4.372912768306989,3.0075222519719502,8.894460990635771
France,2011,1,7,11.202310510282487,99.98014913937895,20.173377225624414
Germany,2015,11,18,2.884833791734165,75.51763605885746,7.9469141389466085
Italy,2004,5,30,15.367173651401561,87.5673246821567,9.315982849355395
Spain,2005,2,28,-3.649111524356128,52.910409100773784,9.864652752046673
France,2020,12,4,17.81563451074309,79.66802538690173,11.287966547473843
Germany,2003,8,21,5.948003775310502,24.983287914634843,28.8531920937247
France,2009,9,3,19.899694864345765,84.74468002280898,25.63700767972875
Germany,2014,12,6,23.36308300666274,73.2060026323441,20.808165203649416
Spain,2016,4,28,-3.2047443747569293,78.83455184134071,29.95523353915396
United Kingdom,2004,11,30,13.66276456018699,64.02174884342243,9.698537390706143
France,2017,11,2,-6.431005690270424,36.43534459209784,24.646568327795872
Italy,2021,9,5,2.19061833520254,93.96644231339714,8.397451188910681
France,2012,9,20,6.009126801650577,69.730805943134,10.904988181864315
Germany,2010,10,17,8.756644787406724,55.86853156554382,11.441782752665134
Italy,2002,8,28,2.8803414547293116,18.59204807571373,36.865448654100405
Italy,2010,5,30,29.300580679165613,59.74316017792388,19.011886085350053
Italy,2005,8,5,-1.2264613120888246,18.460467880179777,18.99020168786239
Italy,2000,11,11,-5.052786018552982,67.70434521652433,19.131873864191604
United Kingdom,2010,4,2,1.9716279683202131,55.81105845537756,26.23857270408031
Italy,2004,3,7,4.945228425147832,30.539098173110247,36.373953809342495
Italy,2020,4,11,18.663067516172443,2.5361257744823895,5.7047659742717745
Spain,2016,8,7,24.217857972224678,5.278420488495383,37.256251104088136
United Kingdom,2005,7,3,0.042022720291200244,93.68695275513423,36.57624748053976
Spain,2021,11,17,22.88423864599161,55.63476504721261,29.631708324868416
Spain,2002,7,25,23.97084747673938,61.66170796474495,33.44504358055089
United Kingdom,2024,11,14,-6.354341570468223,75.88292834524358,13.197665904621863
Italy,2023,2,7,-7.794502886622641,47.84211261881759,38.87006931350904
France,2024,9,9,8.963681607738174,21.613435667195844,36.37808041829119
Germany,2006,1,30,3.5651427721695015,21.078769241236284,34.75713285767053
United Kingdom,2015,7,5,-6.6493824996782225,39.57244324218829,20.124103382638104
Germany,2010,11,21,-2.1041023182663388,15.81026859009943,30.486019537584937
Italy,2016,2,5,-6.26356711029497,79.36408345099532,22.810101498303887
Germany,2024,3,28,-8.898145275542294,27.76697601129857,27.676513656965593
United Kingdom,2006,5,3,25.95036448222129,90.35160157840082,12.428211485804969
France,2011,4,20,4.1989075236966364,72.51642929015517,23.500420728367697
Germany,2023,7,29,17.381695238461905,58.66826078531216,21.222083628923805
United Kingdom,2004,9,9,5.673257794329377,85.97703544597563,12.113047884998366
Germany,2012,12,4,1.6083142622373323,6.696975915817216,8.161661078607402
